2.791347168385982513e-02,-2.164852917194366455e-01,-3.351589664816856384e-03,-9.222530061379075050e-04,-1.168081536889076233e-01,1.183201149106025696e-01,-1.417478770017623901e-01,6.222904659807682037e-03,2.517624292522668839e-03,5.766115337610244751e-02
3.142941370606422424e-02,6.760993599891662598e-02,4.554900899529457092e-02,4.453788325190544128e-02,-7.250881940126419067e-02,1.122676804661750793e-01,2.060702070593833923e-02,-8.311421424150466919e-02,3.538603335618972778e-02,1.009504795074462891e-01
-2.971542626619338989e-02,-6.999187171459197998e-02,2.235216833651065826e-02,-3.129611257463693619e-03,2.081600576639175415e-01,-2.948049688711762428e-03,6.851825863122940063e-02,9.284678846597671509e-02,-1.431404352188110352e-01,-1.353771239519119263e-01
1.675828099250793457e-01,-8.590732701122760773e-03,-8.356326818466186523e-02,-1.426023840904235840e-01,-1.434278935194015503e-01,6.276962906122207642e-02,-6.966241449117660522e-02,1.534550357609987259e-02,3.408338129520416260e-02,2.669985219836235046e-02
6.543983519077301025e-02,2.904406189918518066e-01,5.885644257068634033e-02,-6.945892237126827240e-03,-4.509259387850761414e-02,-6.145055964589118958e-02,-5.698643624782562256e-02,2.449314855039119720e-02,-2.047977596521377563e-02,-4.161177948117256165e-02
-1.569810882210731506e-02,1.296289414167404175e-01,-9.916333109140396118e-02,-6.632558070123195648e-03,-4.549285024404525757e-02,5.797842144966125488e-02,2.461672294884920120e-03,1.011065542697906494e-01,-3.937960788607597351e-02,-3.904149308800697327e-02
-4.057145491242408752e-02,-3.323773667216300964e-02,1.083541736006736755e-01,1.012440025806427002e-01,7.046953588724136353e-02,-3.485907986760139465e-02,-4.174787551164627075e-02,-4.239317029714584351e-02,-5.713301245123147964e-03,1.324392408132553101e-01
-6.928443908691406250e-02,4.327766597270965576e-02,7.127444446086883545e-02,-4.389915987849235535e-02,3.747983276844024658e-02,1.480084657669067383e-02,6.280817091464996338e-02,9.056548587977886200e-03,7.425099611282348633e-02,4.375832527875900269e-02
1.088940575718879700e-01,1.552814384922385216e-03,-5.542147159576416016e-02,-6.529527902603149414e-02,-8.106171339750289917e-02,1.862159818410873413e-01,8.052984625101089478e-02,-2.063858322799205780e-02,1.708536744117736816e-01,2.219141460955142975e-02
-4.928752407431602478e-02,1.998826265335083008e-01,2.473173104226589203e-02,-6.599402986466884613e-03,-5.528993904590606689e-03,2.144573032855987549e-01,-4.442517086863517761e-02,-9.095992892980575562e-03,8.602571487426757812e-02,1.896916478872299194e-01
-9.715772420167922974e-02,-3.736486658453941345e-02,-5.079759284853935242e-04,5.761453881859779358e-02,9.126783907413482666e-02,8.384885638952255249e-02,1.074007302522659302e-01,-7.488334178924560547e-02,1.030635684728622437e-01,4.154469445347785950e-02
2.419056929647922516e-02,4.771551489830017090e-02,5.719720199704170227e-02,-7.145491987466812134e-02,-6.782197952270507812e-02,1.444501280784606934e-01,7.970745675265789032e-03,-9.358696639537811279e-02,-1.661796681582927704e-02,-3.235386312007904053e-02
1.286620274186134338e-03,-9.071663022041320801e-02,-2.983061969280242920e-02,6.655677407979965210e-02,4.183697979897260666e-03,-5.193289369344711304e-02,1.918721757829189301e-02,-8.093533664941787720e-02,7.187610119581222534e-02,5.101930350065231323e-02
-2.282191254198551178e-02,6.359782069921493530e-02,-3.475719690322875977e-02,-7.433506846427917480e-02,1.245683729648590088e-01,5.654947832226753235e-02,-1.025064475834369659e-02,2.139681577682495117e-01,-5.968484655022621155e-02,1.225468888878822327e-02
-7.377604022622108459e-03,-1.411431282758712769e-01,1.183295100927352905e-01,2.067162841558456421e-02,-5.962484329938888550e-02,-1.184950321912765503e-01,-8.767275512218475342e-02,-6.407840549945831299e-02,-6.193924322724342346e-02,6.818071939051151276e-03
-7.120607793331146240e-02,-3.872758150100708008e-02,-2.617102675139904022e-02,5.183226987719535828e-02,-5.927726998925209045e-02,6.966917961835861206e-02,-1.688331551849842072e-02,-2.093704603612422943e-02,1.021785568445920944e-02,7.559744175523519516e-03
6.631290167570114136e-02,-7.035395503044128418e-02,7.650425285100936890e-02,1.061835209839046001e-04,2.330047637224197388e-02,2.042688243091106415e-02,-5.137277022004127502e-02,1.777924299240112305e-01,-6.545852869749069214e-02,-7.647980749607086182e-02
-1.055031046271324158e-01,8.507147431373596191e-02,3.323980048298835754e-02,-3.069783374667167664e-02,-8.720242232084274292e-02,-1.658765599131584167e-02,-2.818480692803859711e-02,-4.575253464281558990e-03,5.820215493440628052e-02,1.496271193027496338e-01
1.103885248303413391e-01,-5.463979393243789673e-02,1.576087204739451408e-03,7.236836850643157959e-02,-1.421805620193481445e-01,-1.308312732726335526e-02,-4.809745121747255325e-03,-1.044455468654632568e-01,1.484100818634033203e-01,1.498378999531269073e-02
-2.576031722128391266e-02,-1.793829053640365601e-01,-1.998029798269271851e-01,-1.721406588330864906e-03,2.653756178915500641e-02,1.562215685844421387e-01,3.611040115356445312e-02,5.057948082685470581e-02,3.515206649899482727e-02,9.984770417213439941e-02
2.875729650259017944e-02,-2.529738657176494598e-02,5.169287696480751038e-02,7.598920166492462158e-02,9.016551822423934937e-02,7.164023071527481079e-02,-7.490426301956176758e-02,-4.540954530239105225e-02,1.191290542483329773e-01,8.594821393489837646e-02
-4.193436354398727417e-02,1.413869112730026245e-01,-5.367022007703781128e-02,1.539429128170013428e-01,6.921198964118957520e-02,-1.286988258361816406e-01,-1.103528663516044617e-01,3.648373857140541077e-02,-4.047116637229919434e-02,-1.870153844356536865e-02
1.447373777627944946e-01,1.049016043543815613e-01,1.229527220129966736e-01,-8.687070012092590332e-02,8.540342748165130615e-02,1.115994453430175781e-01,-8.145689964294433594e-02,3.123134002089500427e-02,5.228200554847717285e-02,1.455827802419662476e-01
1.415389310568571091e-02,2.467897348105907440e-02,1.604944020509719849e-01,1.160322800278663635e-01,1.074462905526161194e-01,-2.650242485105991364e-02,-7.246574852615594864e-03,1.158177331089973450e-01,7.531554996967315674e-02,8.047036826610565186e-02
1.493970602750778198e-01,7.275868952274322510e-02,-1.174290850758552551e-01,-1.130257323384284973e-01,-4.672179743647575378e-02,1.360515654087066650e-01,-7.751612365245819092e-02,4.531612619757652283e-02,-1.651569828391075134e-02,5.596796423196792603e-02
4.069106653332710266e-02,-5.710060894489288330e-02,-4.224970564246177673e-02,-3.598069027066230774e-02,-2.498165145516395569e-02,-5.748958140611648560e-02,-8.115904033184051514e-02,4.054655507206916809e-02,-2.306432090699672699e-02,-8.423803746700286865e-02
-8.487735688686370850e-02,-5.778634548187255859e-02,1.563698947429656982e-01,2.609204873442649841e-02,-8.206994272768497467e-03,-1.490560173988342285e-01,-1.063573583960533142e-01,8.826217055320739746e-02,6.941953301429748535e-02,-5.024231970310211182e-02
-5.095466971397399902e-02,5.704558920115232468e-03,9.955349564552307129e-02,-1.257956922054290771e-01,1.451352685689926147e-01,-2.968737296760082245e-02,5.932993814349174500e-02,1.345579773187637329e-01,9.713386744260787964e-02,-1.861679106950759888e-01
-1.452589780092239380e-01,8.497175574302673340e-02,4.743826389312744141e-02,7.371620088815689087e-02,3.895105049014091492e-02,-2.261584252119064331e-02,-1.095140203833580017e-01,-9.774156846106052399e-03,7.123070955276489258e-02,1.096192747354507446e-02
-5.064602941274642944e-02,9.493809193372726440e-02,1.689758710563182831e-02,7.494422793388366699e-02,-1.055064722895622253e-01,-1.545408740639686584e-02,-3.881698846817016602e-02,-1.765581034123897552e-02,-1.548769418150186539e-02,4.466747492551803589e-02
